record_type,party,region,constituency,seats,votes,vote_pct,majority,turnout_pct,turnout_total,electorate
constituency_result,Labour,East of England,Bedford,,,,8300,73.53%,,
constituency_result,Labour,East of England,Braintree,,,,1451,76.37%,,
constituency_result,Labour,East of England,Cambridge,,,,14137,71.63%,,
constituency_result,Labour,East of England,Castle Point,,,,1143,72.30%,,
constituency_result,Labour,East of England,Great Yarmouth,,,,8668,71.23%,,
constituency_result,Labour,East of England,Harlow,,,,10514,74.62%,,
constituency_result,Labour,East of England,Harwich,,,,1216,70.62%,,
constituency_result,Labour,East of England,Hemel Hempstead,,,,3636,77.09%,,
constituency_result,Labour,East of England,Ipswich,,,,10436,72.24%,,
constituency_result,Labour,East of England,Luton North,,,,9626,73.25%,,
constituency_result,Labour,East of England,Luton South,,,,11319,70.45%,,
constituency_result,Labour,East of England,Norfolk North West,,,,1339,74.72%,,
constituency_result,Labour,East of England,Norwich North,,,,9470,75.92%,,
constituency_result,Labour,East of England,Norwich South,,,,14239,72.56%,,
constituency_result,Labour,East of England,Peterborough,,,,7323,73.46%,,
constituency_result,Labour,East of England,St Albans,,,,4459,77.49%,,
constituency_result,Labour,East of England,Stevenage,,,,11582,76.82%,,
constituency_result,Labour,East of England,Thurrock,,,,17256,65.94%,,
constituency_result,Labour,East of England,Watford,,,,5792,74.63%,,
constituency_result,Labour,East of England,Waveney,,,,12093,74.74%,,
constituency_result,Labour,East of England,Welwyn Hatfield,,,,5595,78.59%,,
constituency_result,Labour,South East,Brighton Kemptown,,,,3534,70.81%,,
constituency_result,Labour,South East,Brighton Pavilion,,,,13181,73.69%,,
constituency_result,Labour,South East,Chatham and Aylesford,,,,2790,71.07%,,
constituency_result,Labour,South East,Crawley,,,,11707,73.03%,,
constituency_result,Labour,South East,Dartford,,,,4328,74.63%,,
constituency_result,Labour,South East,Dover,,,,11739,78.93%,,
constituency_result,Labour,South East,Gillingham,,,,1980,72.00%,,
constituency_result,Labour,South East,Gravesham,,,,5779,76.92%,,
constituency_result,Labour,South East,Hastings and Rye,,,,2560,69.71%,,
constituency_result,Labour,South East,Hove,,,,3959,69.72%,,
constituency_result,Labour,South East,Medway,,,,5354,72.47%,,
constituency_result,Labour,South East,Milton Keynes North East,,,,240,72.78%,,
constituency_result,Labour,South East,Milton Keynes South West,,,,10292,71.42%,,
constituency_result,Labour,South East,Oxford East,,,,16665,69.05%,,
constituency_result,Labour,South East,Portsmouth North,,,,4323,70.14%,,
constituency_result,Labour,South East,Reading East,,,,3795,70.15%,,
constituency_result,Labour,South East,Reading West,,,,2997,70.05%,,
constituency_result,Labour,South East,Sittingbourne and Sheppey,,,,1929,72.30%,,
constituency_result,Labour,South East,Slough,,,,13071,67.91%,,
constituency_result,Labour,South East,Southampton Itchen,,,,14229,70.04%,,
constituency_result,Labour,South East,Southampton Test,,,,13684,71.85%,,
constituency_result,Labour,South East,Thanet South,,,,2878,71.65%,,
constituency_result,Labour,South West,Bristol East,,,,16159,69.87%,,
constituency_result,Labour,South West,Bristol North West,,,,11382,73.65%,,
constituency_result,Labour,South West,Bristol South,,,,19328,68.87%,,
constituency_result,Labour,South West,Bristol West,,,,1493,73.81%,,
constituency_result,Labour,South West,Exeter,,,,11705,78.16%,,
constituency_result,Labour,South West,Falmouth and Camborne,,,,2688,75.13%,,
constituency_result,Labour,South West,Forest of Dean,,,,6343,79.07%,,
constituency_result,Labour,South West,Gloucester,,,,8259,73.61%,,
constituency_result,Labour,South West,Kingswood,,,,14253,77.75%,,
constituency_result,Labour,South West,Plymouth Devonport,,,,19067,69.76%,,
constituency_result,Labour,South West,Plymouth Sutton,,,,9440,67.43%,,
constituency_result,Labour,South West,Stroud,,,,2910,79.16%,,
constituency_result,Labour,South West,Swindon North,,,,7688,73.66%,,
constituency_result,Labour,South West,Swindon South,,,,5645,72.87%,,
constituency_result,Labour,South West,Wansdyke,,,,4799,79.27%,,
constituency_result,Labour,East Midlands,Amber Valley,,,,11613,76.07%,,
constituency_result,Labour,East Midlands,Ashfield,,,,22728,70.02%,,
constituency_result,Labour,East Midlands,Bassetlaw,,,,17348,70.49%,,
constituency_result,Labour,East Midlands,Bolsover,,,,27149,71.32%,,
constituency_result,Labour,East Midlands,Broxtowe,,,,5575,78.41%,,
constituency_result,Labour,East Midlands,Chesterfield,,,,5775,70.91%,,
constituency_result,Labour,East Midlands,Corby,,,,11860,77.91%,,
constituency_result,Labour,East Midlands,Derby North,,,,10615,73.76%,,
constituency_result,Labour,East Midlands,Derby South,,,,16106,67.84%,,
constituency_result,Labour,East Midlands,Derbyshire North East,,,,18321,72.54%,,
constituency_result,Labour,East Midlands,Derbyshire South,,,,13967,78.21%,,
constituency_result,Labour,East Midlands,Erewash,,,,9135,77.95%,,
constituency_result,Labour,East Midlands,Gedling,,,,3802,75.80%,,
constituency_result,Labour,East Midlands,High Peak,,,,8791,79.03%,,
constituency_result,Labour,East Midlands,Kettering,,,,189,75.79%,,
constituency_result,Labour,East Midlands,Leicester East,,,,18422,69.37%,,
constituency_result,Labour,East Midlands,Leicester South,,,,16493,67.06%,,
constituency_result,Labour,East Midlands,Leicester West,,,,12864,63.36%,,
constituency_result,Labour,East Midlands,Leicestershire North West,,,,13219,79.95%,,
constituency_result,Labour,East Midlands,Lincoln,,,,11130,71.08%,,
constituency_result,Labour,East Midlands,Loughborough,,,,5712,75.95%,,
constituency_result,Labour,East Midlands,Mansfield,,,,20518,70.72%,,
constituency_result,Labour,East Midlands,Newark,,,,3016,74.50%,,
constituency_result,Labour,East Midlands,Northampton North,,,,10000,70.18%,,
constituency_result,Labour,East Midlands,Northampton South,,,,744,71.94%,,
constituency_result,Labour,East Midlands,Nottingham East,,,,15419,60.60%,,
constituency_result,Labour,East Midlands,Nottingham North,,,,18801,63.02%,,
constituency_result,Labour,East Midlands,Nottingham South,,,,13364,67.00%,,
constituency_result,Labour,East Midlands,Sherwood,,,,16812,75.59%,,
constituency_result,Labour,East Midlands,Wellingborough,,,,187,75.10%,,
constituency_result,Labour,West Midlands,Birmingham Edgbaston,,,,4842,69.03%,,
constituency_result,Labour,West Midlands,Birmingham Erdington,,,,12657,60.87%,,
constituency_result,Labour,West Midlands,Birmingham Hall Green,,,,8420,71.16%,,
constituency_result,Labour,West Midlands,Birmingham Hodge Hill,,,,14200,60.91%,,
constituency_result,Labour,West Midlands,Birmingham Ladywood,,,,23082,54.24%,,
constituency_result,Labour,West Midlands,Birmingham Northfield,,,,11443,68.34%,,
constituency_result,Labour,West Midlands,Birmingham Perry Barr,,,,18957,64.60%,,
constituency_result,Labour,West Midlands,Birmingham Selly Oak,,,,14088,70.16%,,
constituency_result,Labour,West Midlands,Birmingham Yardley,,,,5315,71.22%,,
constituency_result,Labour,West Midlands,Burton,,,,6330,75.08%,,
constituency_result,Labour,West Midlands,Cannock Chase,,,,14478,72.37%,,
constituency_result,Labour,West Midlands,Coventry North East,,,,22569,64.74%,,
constituency_result,Labour,West Midlands,Coventry North West,,,,16601,71.07%,,
constituency_result,Labour,West Midlands,Coventry South,,,,10953,69.79%,,
constituency_result,Labour,West Midlands,Dudley North,,,,9457,69.45%,,
constituency_result,Labour,West Midlands,Dudley South,,,,13027,71.78%,,
constituency_result,Labour,West Midlands,Halesowen and Rowley Regis,,,,10337,73.61%,,
constituency_result,Labour,West Midlands,Newcastle-under-Lyme,,,,17206,75.17%,,
constituency_result,Labour,West Midlands,Nuneaton,,,,13540,74.29%,,
constituency_result,Labour,West Midlands,Redditch,,,,6125,73.55%,,
constituency_result,Labour,West Midlands,Rugby and Kenilworth,,,,495,77.10%,,
constituency_result,Labour,West Midlands,Shrewsbury and Atcham,,,,1670,75.25%,,
constituency_result,Labour,West Midlands,Birmingham Sparkbrook and Small Heath,,,,19526,57.11%,,
constituency_result,Labour,West Midlands,Stafford,,,,4314,76.64%,,
constituency_result,Labour,West Midlands,Staffordshire Moorlands,,,,10049,77.34%,,
constituency_result,Labour,West Midlands,Stoke-on-Trent Central,,,,19924,62.77%,,
constituency_result,Labour,West Midlands,Stoke-on-Trent North,,,,17392,65.50%,,
constituency_result,Labour,West Midlands,Stoke-on-Trent South,,,,18303,66.08%,,
constituency_result,Labour,West Midlands,Stourbridge,,,,5645,76.50%,,
constituency_result,Labour,West Midlands,Tamworth,,,,7496,74.18%,,
constituency_result,Labour,West Midlands,Telford,,,,11290,65.62%,,
constituency_result,Labour,West Midlands,"Wrekin, The",,,,3025,76.56%,,
constituency_result,Labour,West Midlands,Walsall North,,,,12588,64.07%,,
constituency_result,Labour,West Midlands,Walsall South,,,,11312,67.34%,,
constituency_result,Labour,West Midlands,Warley,,,,15451,65.08%,,
constituency_result,Labour,West Midlands,Warwick and Leamington,,,,3398,75.71%,,
constituency_result,Labour,West Midlands,Warwickshire North,,,,14767,74.71%,,
constituency_result,Labour,West Midlands,West Bromwich East,,,,13584,65.44%,,
constituency_result,Labour,West Midlands,Wolverhampton North East,,,,12987,67.17%,,
constituency_result,Labour,West Midlands,Wolverhampton South East,,,,15182,64.15%,,
constituency_result,Labour,West Midlands,Wolverhampton South West,,,,5118,72.49%,,
constituency_result,Labour,West Midlands,Worcester,,,,7425,74.56%,,
constituency_result,Labour,West Midlands,Wyre Forest,,,,6946,75.35%,,
constituency_result,Labour,Yorkshire and the Humber,Barnsley Central,,,,24501,59.68%,,
constituency_result,Labour,Yorkshire and the Humber,Barnsley East and Mexborough,,,,26763,63.88%,,
constituency_result,Labour,Yorkshire and the Humber,Barnsley West and Penistone,,,,17267,65.04%,,
constituency_result,Labour,Yorkshire and the Humber,Batley and Spen,,,,6141,73.14%,,
constituency_result,Labour,Yorkshire and the Humber,Bradford North,,,,12770,63.26%,,
constituency_result,Labour,Yorkshire and the Humber,Bradford South,,,,12936,65.88%,,
constituency_result,Labour,Yorkshire and the Humber,Bradford West,,,,3877,63.32%,,
constituency_result,Labour,Yorkshire and the Humber,Brigg and Goole,,,,6389,73.53%,,
constituency_result,Labour,Yorkshire and the Humber,Calder Valley,,,,6255,75.39%,,
constituency_result,Labour,Yorkshire and the Humber,Cleethorpes,,,,9176,73.40%,,
constituency_result,Labour,Yorkshire and the Humber,Colne Valley,,,,4840,76.92%,,
constituency_result,Labour,Yorkshire and the Humber,Dewsbury,,,,8323,70.01%,,
constituency_result,Labour,Yorkshire and the Humber,Don Valley,,,,14659,66.35%,,
constituency_result,Labour,Yorkshire and the Humber,Doncaster Central,,,,17856,63.92%,,
constituency_result,Labour,Yorkshire and the Humber,Doncaster North,,,,21937,63.30%,,
constituency_result,Labour,Yorkshire and the Humber,Elmet,,,,8779,76.81%,,
constituency_result,Labour,Yorkshire and the Humber,Great Grimsby,,,,16244,66.26%,,
constituency_result,Labour,Yorkshire and the Humber,Halifax,,,,11212,70.51%,,
constituency_result,Labour,Yorkshire and the Humber,Hemsworth,,,,23992,67.91%,,
constituency_result,Labour,Yorkshire and the Humber,Huddersfield,,,,15848,67.69%,,
constituency_result,Labour,Yorkshire and the Humber,Hull East,,,,23318,58.90%,,
constituency_result,Labour,Yorkshire and the Humber,Hull North,,,,19705,56.96%,,
constituency_result,Labour,Yorkshire and the Humber,Hull West and Hessle,,,,15525,58.25%,,
constituency_result,Labour,Yorkshire and the Humber,Keighley,,,,7132,76.57%,,
constituency_result,Labour,Yorkshire and the Humber,Leeds Central,,,,20689,54.70%,,
constituency_result,Labour,Yorkshire and the Humber,Leeds East,,,,17466,62.83%,,
constituency_result,Labour,Yorkshire and the Humber,Leeds North East,,,,6959,72.03%,,
constituency_result,Labour,Yorkshire and the Humber,Leeds North West,,,,3844,70.57%,,
constituency_result,Labour,Yorkshire and the Humber,Leeds West,,,,19771,62.88%,,
constituency_result,Labour,Yorkshire and the Humber,Morley and Rothwell,,,,14750,67.12%,,
constituency_result,Labour,Yorkshire and the Humber,Normanton,,,,15893,68.28%,,
constituency_result,Labour,Yorkshire and the Humber,Pontefract and Castleford,,,,25725,66.39%,,
constituency_result,Labour,Yorkshire and the Humber,Pudsey,,,,6207,74.35%,,
constituency_result,Labour,Yorkshire and the Humber,Rother Valley,,,,23485,67.26%,,
constituency_result,Labour,Yorkshire and the Humber,Rotherham,,,,21469,62.86%,,
constituency_result,Labour,Yorkshire and the Humber,Scarborough and Whitby,,,,5124,71.61%,,
constituency_result,Labour,Yorkshire and the Humber,Scunthorpe,,,,14173,68.84%,,
constituency_result,Labour,Yorkshire and the Humber,Selby,,,,3836,74.95%,,
constituency_result,Labour,Yorkshire and the Humber,Sheffield Attercliffe,,,,21818,64.65%,,
constituency_result,Labour,Yorkshire and the Humber,Sheffield Brightside,,,,19954,57.47%,,
constituency_result,Labour,Yorkshire and the Humber,Sheffield Central,,,,16906,53.04%,,
constituency_result,Labour,Yorkshire and the Humber,Sheffield Heeley,,,,17078,64.96%,,
constituency_result,Labour,Yorkshire and the Humber,Sheffield Hillsborough,,,,16451,71.04%,,
constituency_result,Labour,Yorkshire and the Humber,Shipley,,,,2996,76.32%,,
constituency_result,Labour,Yorkshire and the Humber,Wakefield,,,,14604,68.96%,,
constituency_result,Labour,Yorkshire and the Humber,Wentworth,,,,23959,65.33%,,
constituency_result,Labour,Yorkshire and the Humber,York,,,,20523,73.50%,,
constituency_result,Labour,North East,Bishop Auckland,,,,21064,68.99%,,
constituency_result,Labour,North East,Blaydon,,,,16605,70.98%,,
constituency_result,Labour,North East,Blyth Valley,,,,17736,68.78%,,
constituency_result,Labour,North East,Darlington,,,,16025,73.95%,,
constituency_result,Labour,North East,Durham North,,,,26299,69.48%,,
constituency_result,Labour,North East,Durham North West,,,,24754,68.97%,,
constituency_result,Labour,North East,"Durham, City of",,,,22504,70.86%,,
constituency_result,Labour,North East,Easington,,,,30012,67.01%,,
constituency_result,Labour,North East,Gateshead East and Washington West,,,,24950,67.19%,,
constituency_result,Labour,North East,Hartlepool,,,,17508,65.65%,,
constituency_result,Labour,North East,Houghton and Washington East,,,,26555,62.10%,,
constituency_result,Labour,North East,Jarrow,,,,21933,68.84%,,
constituency_result,Labour,North East,Middlesbrough,,,,25018,64.99%,,
constituency_result,Labour,North East,Middlesbrough South and Cleveland East,,,,10607,76.03%,,
constituency_result,Labour,North East,Newcastle upon Tyne Central,,,,16480,69.11%,,
constituency_result,Labour,North East,Newcastle upon Tyne East and Wallsend,,,,23811,59.60%,,
constituency_result,Labour,North East,Newcastle upon Tyne North,,,,19332,71.48%,,
constituency_result,Labour,North East,Redcar,,,,21667,71.00%,,
constituency_result,Labour,North East,Sedgefield,,,,25143,72.57%,,
constituency_result,Labour,North East,South Shields,,,,22153,62.60%,,
constituency_result,Labour,North East,Stockton North,,,,21357,69.08%,,
constituency_result,Labour,North East,Stockton South,,,,11585,76.12%,,
constituency_result,Labour,North East,Sunderland North,,,,19697,59.05%,,
constituency_result,Labour,North East,Sunderland South,,,,19638,58.77%,,
constituency_result,Labour,North East,Tyne Bridge,,,,22906,57.08%,,
constituency_result,Labour,North East,Tynemouth,,,,11273,77.11%,,
constituency_result,Labour,North East,Tyneside North,,,,26643,67.90%,,
constituency_result,Labour,North East,Wansbeck,,,,22367,71.70%,,
constituency_result,Labour,North West,Ashton-under-Lyne,,,,22965,65.48%,,
constituency_result,Labour,North West,Barrow and Furness,,,,14497,72.03%,,
constituency_result,Labour,North West,Birkenhead,,,,21843,65.78%,,
constituency_result,Labour,North West,Blackburn,,,,14451,65.01%,,
constituency_result,Labour,North West,Blackpool North and Fleetwood,,,,8946,71.67%,,
constituency_result,Labour,North West,Blackpool South,,,,11616,67.80%,,
constituency_result,Labour,North West,Bolton North East,,,,12669,72.44%,,
constituency_result,Labour,North West,Bolton South East,,,,21311,65.23%,,
constituency_result,Labour,North West,Bolton West,,,,7072,77.37%,,
constituency_result,Labour,North West,Bootle,,,,28421,66.73%,,
constituency_result,Labour,North West,Burnley,,,,17062,66.95%,,
constituency_result,Labour,North West,Bury North,,,,7866,78.07%,,
constituency_result,Labour,North West,Bury South,,,,12381,75.68%,,
constituency_result,Labour,North West,Carlisle,,,,12390,72.78%,,
constituency_result,Labour,North West,"Chester, City of",,,,10553,78.43%,,
constituency_result,Labour,North West,Chorley,,,,9870,77.58%,,
constituency_result,Labour,North West,Copeland,,,,11996,76.29%,,
constituency_result,Labour,North West,Crewe and Nantwich,,,,15798,73.67%,,
constituency_result,Labour,North West,Crosby,,,,7182,77.18%,,
constituency_result,Labour,North West,Denton and Reddish,,,,20311,66.92%,,
constituency_result,Labour,North West,Eccles,,,,21916,65.60%,,
constituency_result,Labour,North West,Ellesmere Port and Neston,,,,16035,77.79%,,
constituency_result,Labour,North West,Halton,,,,23650,68.38%,,
constituency_result,Labour,North West,Heywood and Middleton,,,,17542,68.41%,,
constituency_result,Labour,North West,Hyndburn,,,,11448,72.26%,,
constituency_result,Labour,North West,Knowsley North and Sefton East,,,,26147,70.09%,,
constituency_result,Labour,North West,Knowsley South,,,,30708,67.47%,,
constituency_result,Labour,North West,Lancashire West,,,,17119,74.79%,,
constituency_result,Labour,North West,Lancaster and Wyre,,,,1295,75.30%,,
constituency_result,Labour,North West,Leigh,,,,24496,65.69%,,
constituency_result,Labour,North West,Liverpool Garston,,,,18417,65.14%,,
constituency_result,Labour,North West,Liverpool Riverside,,,,21799,51.93%,,
constituency_result,Labour,North West,Liverpool Walton,,,,27038,59.54%,,
constituency_result,Labour,North West,Liverpool West Derby,,,,25965,61.38%,,
constituency_result,Labour,North West,Makerfield,,,,26177,66.83%,,
constituency_result,Labour,North West,Manchester Blackley,,,,19588,57.46%,,
constituency_result,Labour,North West,Manchester Central,,,,19682,52.55%,,
constituency_result,Labour,North West,Manchester Gorton,,,,17342,56.43%,,
constituency_result,Labour,North West,Manchester Withington,,,,18581,66.59%,,
constituency_result,Labour,North West,Morecambe and Lunesdale,,,,5965,72.41%,,
constituency_result,Labour,North West,Oldham East and Saddleworth,,,,3389,73.92%,,
constituency_result,Labour,North West,Oldham West and Royton,,,,16201,66.09%,,
constituency_result,Labour,North West,Pendle,,,,10824,74.60%,,
constituency_result,Labour,North West,Preston,,,,18680,65.92%,,
constituency_result,Labour,North West,Rochdale,,,,4545,70.16%,,
constituency_result,Labour,North West,Rossendale and Darwen,,,,10949,73.42%,,
constituency_result,Labour,North West,Salford,,,,17069,56.51%,,
constituency_result,Labour,North West,South Ribble,,,,5084,77.06%,,
constituency_result,Labour,North West,St Helens North,,,,23417,68.97%,,
constituency_result,Labour,North West,St Helens South,,,,23739,66.53%,,
constituency_result,Labour,North West,Stalybridge and Hyde,,,,14806,65.80%,,
constituency_result,Labour,North West,Stockport,,,,18912,71.54%,,
constituency_result,Labour,North West,Stretford and Urmston,,,,13640,69.65%,,
constituency_result,Labour,North West,Wallasey,,,,19074,73.52%,,
constituency_result,Labour,North West,Warrington North,,,,19527,70.50%,,
constituency_result,Labour,North West,Warrington South,,,,10807,76.23%,,
constituency_result,Labour,North West,Liverpool Wavertree,,,,19701,62.85%,,
constituency_result,Labour,North West,Weaver Vale,,,,13448,73.17%,,
constituency_result,Labour,North West,Wigan,,,,22643,67.74%,,
constituency_result,Labour,North West,Wirral South,,,,7004,81.01%,,
constituency_result,Labour,North West,Wirral West,,,,2738,76.98%,,
constituency_result,Labour,North West,Workington,,,,19656,75.08%,,
constituency_result,Labour,North West,Worsley,,,,17741,67.82%,,
constituency_result,Labour,North West,Wythenshawe and Sale East,,,,15019,63.25%,,
constituency_result,Labour,Scotland,Aberdeen Central,,,,10801,65.64%,,
constituency_result,Labour,Scotland,Aberdeen North,,,,10010,70.74%,,
constituency_result,Labour,Scotland,Aberdeen South,,,,3365,72.84%,,
constituency_result,Labour,Scotland,Airdrie and Shotts,,,,15412,71.40%,,
constituency_result,Labour,Scotland,Ayr,,,,6543,80.17%,,
constituency_result,Labour,Scotland,"Carrick, Cumnock and Doon Valley",,,,21062,74.96%,,
constituency_result,Labour,Scotland,Clydebank and Milngavie,,,,13320,75.03%,,
constituency_result,Labour,Scotland,Clydesdale,,,,13809,71.60%,,
constituency_result,Labour,Scotland,Coatbridge and Chryston,,,,19292,72.29%,,
constituency_result,Labour,Scotland,Cumbernauld and Kilsyth,,,,11128,75.00%,,
constituency_result,Labour,Scotland,Cunninghame North,,,,11039,74.07%,,
constituency_result,Labour,Scotland,Cunninghame South,,,,14869,71.54%,,
constituency_result,Labour,Scotland,Dumbarton,,,,10883,73.39%,,
constituency_result,Labour,Scotland,Dumfries,,,,9643,78.92%,,
constituency_result,Labour,Scotland,Dundee East,,,,9961,69.41%,,
constituency_result,Labour,Scotland,Dundee West,,,,11859,67.67%,,
constituency_result,Labour,Scotland,Dunfermline East,,,,18751,70.25%,,
constituency_result,Labour,Scotland,Dunfermline West,,,,12354,69.44%,,
constituency_result,Labour,Scotland,East Kilbride,,,,17384,74.81%,,
constituency_result,Labour,Scotland,East Lothian,,,,14221,75.61%,,
constituency_result,Labour,Scotland,Eastwood,,,,3236,78.34%,,
constituency_result,Labour,Scotland,Edinburgh Central,,,,11070,67.09%,,
constituency_result,Labour,Scotland,Edinburgh East and Musselburgh,,,,14530,70.61%,,
constituency_result,Labour,Scotland,Edinburgh North and Leith,,,,10978,66.45%,,
constituency_result,Labour,Scotland,Edinburgh Pentlands,,,,4862,76.70%,,
constituency_result,Labour,Scotland,Edinburgh South,,,,11452,71.78%,,
constituency_result,Labour,Scotland,Falkirk East,,,,13385,73.24%,,
constituency_result,Labour,Scotland,Falkirk West,,,,13783,72.60%,,
constituency_result,Labour,Scotland,Fife Central,,,,13713,69.90%,,
constituency_result,Labour,Scotland,Glasgow Anniesland,,,,15154,63.98%,,
constituency_result,Labour,Scotland,Glasgow Baillieston,,,,14840,62.27%,,
constituency_result,Labour,Scotland,Glasgow Cathcart,,,,12965,67.71%,,
constituency_result,Labour,Scotland,Glasgow Govan,,,,2914,64.70%,,
constituency_result,Labour,Scotland,Glasgow Kelvin,,,,9665,56.85%,,
constituency_result,Labour,Scotland,Glasgow Maryhill,,,,14264,56.59%,,
constituency_result,Labour,Scotland,Glasgow Pollok,,,,13791,66.56%,,
constituency_result,Labour,Scotland,Glasgow Rutherglen,,,,15007,70.14%,,
constituency_result,Labour,Scotland,Glasgow Shettleston,,,,15868,55.87%,,
constituency_result,Labour,Scotland,Glasgow Springburn,,,,17326,59.05%,,
constituency_result,Labour,Scotland,Greenock and Inverclyde,,,,13040,71.05%,,
